World,Level,Meta,Puzzle No.,Puzzle,No. Possible,No. Required,ScrambleYN,Letter,Piece 1,Piece 2,Piece 3,Piece 4,Piece 5,Piece 6,Notes,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5,Solution 6,Solution 7,Solution 8,Solution 9,Solution 10,Solution 11,Solution 12,Solution 13,Solution 14,Solution 15,Solution 16,No. Letters,No. Blanks,No. Repeat Ltr. Cubes,Full-length Freq.,Min. Freq.,Max. Freq.,No. Freq. 1,No. Freq. 2,No. Freq. 3,No. Freq. 4,No. Freq. 5,No. Freq. 6,No. Freq. 7,No. Freq. 8,No. Freq. 9,No. Freq. 10
,,,,JIVED,3,,,, J,IV,ED,,,,,VIED,JIVED,VIDE,,,,,,,,,,,,,,5,1,0,4,3,7,0,0,0,1,1,0,0,1,0,0
,,,,RUMOR,3,,,,RU,MO,R ,,,,,MOR,ROM,RUMOR,,,,,,,,,,,,,,5,1,0,1,1,8,0,1,0,0,1,0,0,0,1,0
,,,,BINDLE,4,,,,BI,ND,LE,,,,,BIND,BILE,BINDLE,LEND,,,,,,,,,,,,,6,0,0,7,1,7,0,2,0,1,0,0,0,1,0,0
,,,,DRYEST,3,,,,DR,YE,ST,,,,,STYE,STEY,DRYEST,,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,1,0,1,0,0,1,0
,,,,COWINNER,3,,,,COW,INN,ER ,,,,,COWER,COWINNER,INNER,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,SONNY,5,,,, S,ON,NY,,,,,ONS,SONNY,NOS,SYN,SON,,,,,,,,,,,,5,1,0,5,0,8,1,0,0,0,0,2,1,0,1,0
,,,,AGRAFE,4,,,,AG,RA,FE,,,,,AGAR,FEAR,RAGA,AGRAFE,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,0,0,2,0,0,1,0
,,,,BLOAT,5,,,, B,LO,AT,,,,,LOB,BAT,LOTA,TAB,BLOAT,,,,,,,,,,,,5,1,0,4,2,7,0,0,2,1,1,0,0,1,0,0
,,,,CLADE,4,,,, C,LA,DE,,,,,LADE,CLADE,DEAL,LAC,,,,,,,,,,,,,5,1,0,8,0,8,1,0,0,1,0,0,1,0,1,0
,,,,FILLE,4,,,,FI,LL,E ,,,,,FILLE,FIE,ELL,FILL,,,,,,,,,,,,,5,1,1,8,0,8,1,0,0,0,0,2,0,0,1,0
,,,,OUTLIVER,3,,,,OUT,LIV,ER ,,,,,OUTLIVER,OUTER,LIVER,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,1,0,0,0,0,0,1,0
,,,,CLADS,4,,,,CL,AD,S ,,,,,CLAD,CLADS,ADS,SAD,,,,,,,,,,,,,5,1,0,8,1,8,0,1,0,2,0,0,0,0,1,0
,,,,OUTFEAST,3,,,,OUT,FEA,ST ,,,,,FEAST,OUTFEAST,STOUT,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,MEDLEY,3,,,,ME,DL,EY,,,,,YELD,MEDLEY,MELD,,,,,,,,,,,,,,6,0,0,3,3,7,0,0,0,1,1,0,0,1,0,0
,,,,WHIFFETS,3,,,, WH,IFF,ETS,,,,,WHETS,WHIFFETS,WHIFF,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,UNFURL,3,,,,UN,FU,RL,,,,,FURL,UNFURL,NURL,,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,HOKIER,3,,,,HO,KI,ER,,,,,HOKIER,KIER,HOER,,,,,,,,,,,,,,6,0,0,4,4,7,0,0,0,0,1,0,1,1,0,0
,,,,STRAWS,6,,,,ST,RA,WS,,,,,RAWS,ARTS,STAR,STRAWS,TSAR,RATS,,,,,,,,,,,6,0,0,3,2,8,0,0,3,2,0,0,0,0,1,0
,,,,BLACK,5,,,, B,LA,CK,,,,,BLACK,BAL,LACK,ALB,LAB,,,,,,,,,,,,5,1,0,0,0,7,1,1,1,0,0,1,0,1,0,0
,,,,SHIRTS,3,,,,SH,IR,TS,,,,,STIR,SHIRTS,SHRI,,,,,,,,,,,,,,6,0,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,STRAWY,5,,,,ST,RA,WY,,,,,STRAWY,STAR,TSAR,RATS,ARTS,,,,,,,,,,,,6,0,0,8,2,8,0,0,3,1,0,0,0,0,1,0
,,,,PRUNE,4,,,, P,RU,NE,,,,,PEN,RUNE,PRUNE,PUR,,,,,,,,,,,,,5,1,0,3,1,8,0,1,0,2,0,0,0,0,1,0
,,,,FASTS,4,,,,FA,ST,S ,,,,,FATS,FAS,FASTS,FAST,,,,,,,,,,,,,5,1,0,3,0,8,1,0,0,2,0,0,0,0,1,0
,,,,DEVON,4,,,, D,EV,ON,,,,,NOD,DEVON,DON,DEV,,,,,,,,,,,,,5,1,0,5,2,8,0,0,1,1,0,1,0,0,1,0
,,,,ENROL,4,,,, E,NR,OL,,,,,ERN,LORN,OLE,ENROL,,,,,,,,,,,,,5,1,0,3,3,8,0,0,0,1,0,1,1,0,1,0
,,,,DISGRACE,3,,,,DIS,GRA,CE ,,,,,DISGRACE,GRACE,CEDIS,,,,,,,,,,,,,,8,1,0,3,2,7,0,0,1,1,0,0,0,1,0,0
,,,,UNFOLDER,3,,,, UN,FOL,DER,,,,,FOLDER,UNFOLDER,UNDER,,,,,,,,,,,,,,8,1,0,8,0,8,1,0,1,0,0,0,0,0,1,0
,,,,THEIR,4,,,, T,HE,IR,,,,,HET,THEIR,THE,HEIR,,,,,,,,,,,,,5,1,0,0,0,8,2,0,0,1,0,0,0,0,1,0
,,,,UPLAND,3,,,,UP,LA,ND,,,,,UPLAND,LAND,PULA,,,,,,,,,,,,,,6,0,0,5,0,7,1,0,0,0,0,1,0,1,0,0
,,,,ERETHISM,4,,,, ER,ETH,ISM,,,,,ERETHISM,THEISM,ETHER,MISER,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,1,0,1,0,0
,,,,ENDED,5,,,,EN,DE,D ,,,,,NEED,ENDED,END,DEN,DENE,,,,,,,,,,,,5,1,0,1,0,7,2,1,0,1,0,0,0,1,0,0
,,,,ZIBETS,4,,,,ZI,BE,TS,,,,,BETS,ZIBETS,ZITS,BEST,,,,,,,,,,,,,6,0,0,8,0,8,2,0,0,0,1,0,0,0,1,0
,,,,EBBET,3,,,, E,BB,ET,,,,,TEE,EBB,EBBET,,,,,,,,,,,,,,5,1,1,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,CHINCHES,3,,,, CH,INC,HES,,,,,CHINCHES,CINCH,INCHES,,,,,,,,,,,,,,8,1,0,7,0,7,1,0,0,1,0,0,0,1,0,0
,,,,RAINFALL,3,,,, RA,INF,ALL,,,,,RAINFALL,INFALL,INFRA,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,1,0,0,1,0,1,0
,,,,BALMY,4,,,, B,AL,MY,,,,,BAL,ALB,BALMY,LAB,,,,,,,,,,,,,5,1,0,3,2,7,0,0,1,1,0,1,0,1,0,0
,,,,PERCH,3,,,,PE,RC,H ,,,,,HEP,PEH,PERCH,,,,,,,,,,,,,,5,1,0,3,3,8,0,0,0,1,0,1,0,0,1,0
,,,,XYLOSE,4,,,,XY,LO,SE,,,,,SEXY,XYLOSE,OLES,LOSE,,,,,,,,,,,,,6,0,0,8,0,8,1,0,1,0,0,0,1,0,1,0
,,,,REATAS,3,,,,RE,AT,AS,,,,,REATAS,ERAS,TARE,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,FERNS,4,,,, F,ER,NS,,,,,ERNS,FER,REF,FERNS,,,,,,,,,,,,,5,1,0,3,3,8,0,0,0,1,2,0,0,0,1,0
,,,,TACTS,6,,,, T,AC,TS,,,,,ACTS,TACTS,CAT,CAST,CATS,ACT,,,,,,,,,,,5,1,0,8,0,8,3,1,1,0,0,0,0,0,1,0
,,,,MOORHENS,3,,,,MOO,RHE,NS ,,,,,MOORHENS,HERNS,MOONS,,,,,,,,,,,,,,8,1,0,6,2,8,0,0,1,0,0,0,1,0,1,0
,,,,MUSKS,4,,,,MU,SK,S ,,,,,MUSK,SUM,MUSKS,MUS,,,,,,,,,,,,,5,1,0,8,0,8,1,0,0,1,0,0,1,0,1,0
,,,,STAIRS,3,,,,ST,AI,RS,,,,,AITS,AIRS,STAIRS,,,,,,,,,,,,,,6,0,0,2,2,8,0,0,1,1,0,0,0,0,1,0
,,,,SKIRL,3,,,,SK,IR,L ,,,,,SKIRL,RISK,IRKS,,,,,,,,,,,,,,5,1,0,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,STILLS,4,,,,ST,IL,LS,,,,,LIST,ILLS,LITS,STILLS,,,,,,,,,,,,,6,0,0,3,0,8,1,0,0,2,0,0,0,0,1,0
,,,,SKIRR,3,,,,SK,IR,R ,,,,,SKIRR,RISK,IRKS,,,,,,,,,,,,,,5,1,0,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,SKIRT,4,,,,SK,IR,T ,,,,,TSK,SKIRT,RISK,IRKS,,,,,,,,,,,,,5,1,0,2,1,8,0,1,1,1,0,0,0,0,1,0
,,,,COMBS,3,,,, C,OM,BS,,,,,MOC,MOBS,COMBS,,,,,,,,,,,,,,5,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,SEXTET,4,,,,SE,XT,ET,,,,,TEXT,SEXT,TEES,SEXTET,,,,,,,,,,,,,6,0,0,5,1,7,0,1,0,1,0,1,0,1,0,0
,,,,ANESTRUS,3,,,, AN,EST,RUS,,,,,ANTES,ESTRUS,ANESTRUS,,,,,,,,,,,,,,8,1,0,8,4,8,0,0,0,0,1,0,1,0,1,0
,,,,LORIS,4,,,,LO,RI,S ,,,,,SIR,SRI,SOL,LORIS,,,,,,,,,,,,,5,1,0,6,0,7,1,0,0,0,0,1,1,1,0,0
,,,,BETISE,3,,,,BE,TI,SE,,,,,BETISE,TIES,BEES,,,,,,,,,,,,,,6,0,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,APOSTATE,4,,,,APO,STA,TE ,,,,,TASTE,TESTA,STATE,APOSTATE,,,,,,,,,,,,,8,1,0,5,0,7,1,1,0,0,0,1,0,1,0,0
,,,,HOPPER,3,,,,HO,PP,ER,,,,,HOPPER,HOER,REPP,,,,,,,,,,,,,,6,0,1,3,3,7,0,0,0,1,0,0,1,1,0,0
,,,,HOARDS,5,,,,HO,AR,DS,,,,,HORA,RADS,HOAR,HODS,HOARDS,,,,,,,,,,,,6,0,0,3,3,7,0,0,0,1,0,1,2,1,0,0
,,,,INDIES,4,,,,IN,DI,ES,,,,,DIES,NIDI,INDIES,IDES,,,,,,,,,,,,,6,0,0,5,1,8,0,1,0,0,0,2,0,0,1,0
,,,,HOPPED,3,,,,HO,PP,ED,,,,,HOED,HOPPED,OHED,,,,,,,,,,,,,,6,0,1,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,TARPON,4,,,,TA,RP,ON,,,,,TARP,NOTA,PRAT,TARPON,,,,,,,,,,,,,6,0,0,5,4,8,0,0,0,0,1,1,1,0,1,0
,,,,SHAFT,5,,,, S,HA,FT,,,,,SHA,HAFTS,HAS,SHAFT,HAFT,,,,,,,,,,,,5,1,0,3,0,7,1,0,0,1,0,2,0,1,0,0
,,,,UPBOWS,3,,,,UP,BO,WS,,,,,SWOB,BOWS,UPBOWS,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,SKUAS,4,,,,SK,UA,S ,,,,,AUKS,SKUA,SKUAS,SAU,,,,,,,,,,,,,5,1,0,6,5,8,0,0,0,0,0,1,2,0,1,0
,,,,BAMMED,3,,,,BA,MM,ED,,,,,ABED,BAMMED,BADE,,,,,,,,,,,,,,6,0,1,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,ALLOYING,4,,,, AL,LOY,ING,,,,,ALLOY,LOYAL,ALLOYING,ALGIN,,,,,,,,,,,,,8,1,0,3,2,7,0,0,1,2,0,0,0,1,0,0
,,,,DOPERS,3,,,,DO,PE,RS,,,,,DOPE,DOPERS,DORS,,,,,,,,,,,,,,6,0,0,6,3,8,0,0,0,1,0,0,1,0,1,0
,,,,SACHEM,4,,,,SA,CH,EM,,,,,SACHEM,MESA,SAME,SAMECH,,,,,,,,,,,,,6,0,0,5,0,8,1,0,0,0,0,2,0,0,1,0
,,,,NUDEST,5,,,,NU,DE,ST,,,,,STUN,NUDE,UNDE,NUTS,NUDEST,,,,,,,,,,,,6,0,0,3,2,8,0,0,2,2,0,0,0,0,1,0
,,,,DOPIER,5,,,,DO,PI,ER,,,,,DORE,REDO,DOER,PIER,DOPIER,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,4,0,0,0,0,1,0
,,,,NONPASTS,3,,,,NON,PAS,TS ,,,,,SPATS,PASTS,NONPASTS,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,PROPANES,3,,,,PRO,PAN,ES ,,,,,PANES,ROPES,PROPANES,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,FUGATO,3,,,,FU,GA,TO,,,,,FUGATO,TOFU,TOGA,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,1,1,0,0,1,0,0
,,,,COPIED,5,,,,CO,PI,ED,,,,,COPIED,PIED,CODE,DECO,COED,,,,,,,,,,,,6,0,0,1,1,7,0,2,0,0,1,1,0,1,0,0
,,,,SILLIEST,3,,,, SI,LLI,EST,,,,,ILLEST,SITES,SILLIEST,,,,,,,,,,,,,,8,1,0,2,1,8,0,1,1,0,0,0,0,0,1,0
,,,,MOLLS,5,,,,MO,LL,S ,,,,,MOS,OMS,SOM,MOLL,MOLLS,,,,,,,,,,,,5,1,1,5,4,7,0,0,0,0,1,2,1,1,0,0
,,,,MOLLY,3,,,,MO,LL,Y ,,,,,MOLLY,YOM,MOLL,,,,,,,,,,,,,,5,1,1,6,5,8,0,0,0,0,0,1,1,0,1,0
,,,,ALKINE,3,,,,AL,KI,NE,,,,,LANE,KINE,ALKINE,,,,,,,,,,,,,,6,0,0,8,2,8,0,0,1,0,0,0,1,0,1,0
,,,,LOWRIDER,4,,,,LOW,RID,ER ,,,,,LOWER,DRIER,RIDER,LOWRIDER,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,2,0,0,0,0,1,0
,,,,CONSOL,5,,,,CO,NS,OL,,,,,CONS,CONSOL,LOCO,COLONS,COOL,,,,,,,,,,,,6,0,0,3,0,7,1,0,0,2,0,1,0,1,0,0
,,,,DOCILE,3,,,,DO,CI,LE,,,,,DOCILE,ODIC,DOLE,,,,,,,,,,,,,,6,0,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,RAVINGLY,3,,,,RAV,ING,LY ,,,,,RAVINGLY,RAVING,LYING,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,1,0,0,0,0,1,0,0
,,,,PACHA,5,,,, P,AC,HA,,,,,HAP,PAH,PAC,CAP,PACHA,,,,,,,,,,,,5,1,0,7,2,7,0,0,1,0,0,1,2,1,0,0
,,,,TREACLES,4,,,,TRE,ACL,ES ,,,,,TREACLES,CLARET,TREES,LACES,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,2,0,0,0,0,1,0
,,,,GALLS,4,,,, G,AL,LS,,,,,GALLS,GAL,ALLS,LAG,,,,,,,,,,,,,5,1,0,3,2,8,0,0,1,2,0,0,0,0,1,0
,,,,GALLY,4,,,, G,AL,LY,,,,,GALLY,LAG,GAL,ALLY,,,,,,,,,,,,,5,1,0,8,2,8,0,0,2,1,0,0,0,0,1,0
,,,,ENCAGE,5,,,,EN,CA,GE,,,,,ENCAGE,CANE,CAGE,ACNE,GENE,,,,,,,,,,,,6,0,0,7,2,7,0,0,2,2,0,0,0,1,0,0
,,,,RANID,7,,,,RA,NI,D ,,,,,RAD,DRAIN,RANI,DIN,RAIN,DINAR,RANID,,,,,,,,,,5,1,0,2,0,8,1,0,1,2,0,0,2,0,1,0
,,,,LEGGY,4,,,, L,EG,GY,,,,,EGGY,GEL,LEGGY,LEG,,,,,,,,,,,,,5,1,0,4,1,8,0,1,0,1,1,0,0,0,1,0
,,,,ISLAND,3,,,,IS,LA,ND,,,,,SIAL,LAND,ISLAND,,,,,,,,,,,,,,6,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0
,,,,THACK,3,,,, T,HA,CK,,,,,THACK,HAT,HACK,,,,,,,,,,,,,,5,1,0,8,0,8,1,1,0,0,0,0,0,0,1,0
,,,,WELDER,6,,,,WE,LD,ER,,,,,REWELD,WELD,EWER,WERE,WEER,WELDER,,,,,,,,,,,6,0,0,3,0,8,1,0,0,3,0,1,0,0,1,0
,,,,VITRINES,3,,,, VI,TRI,NES,,,,,VITRINES,TRINES,VINES,,,,,,,,,,,,,,8,1,0,6,3,7,0,0,0,1,0,0,1,1,0,0
,,,,STURDIER,3,,,, ST,URD,IER,,,,,STURDIER,DURST,DURRIE,,,,,,,,,,,,,,8,1,0,3,3,7,0,0,0,1,0,0,1,1,0,0
,,,,STURDIES,3,,,, ST,URD,IES,,,,,DURST,STIES,STURDIES,,,,,,,,,,,,,,8,1,0,8,5,8,0,0,0,0,0,1,1,0,1,0
,,,,BEGONE,4,,,,BE,GO,NE,,,,,BEGONE,GONE,BENE,BEEN,,,,,,,,,,,,,6,0,0,5,0,8,2,0,0,0,0,1,0,0,1,0
,,,,RUCKLE,3,,,,RU,CK,LE,,,,,RUCK,RUCKLE,RULE,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,0,0,0,1,0,1,0
,,,,LATEX,5,,,,LA,TE,X ,,,,,LATE,TELA,LAX,TEAL,LATEX,,,,,,,,,,,,5,1,0,3,0,8,1,0,0,2,0,1,0,0,1,0
,,,,LISSOMLY,3,,,,LIS,SOM,LY ,,,,,LISSOMLY,LISSOM,SLILY,,,,,,,,,,,,,,8,1,0,7,4,7,0,0,0,0,1,1,0,1,0,0
,,,,ALGAE,6,,,,AL,GA,E ,,,,,AGE,ALE,GALA,GAE,ALGA,ALGAE,,,,,,,,,,,5,1,0,3,0,8,1,0,0,4,0,0,0,0,1,0
,,,,TRUMPETS,3,,,, TR,UMP,ETS,,,,,TRUMPETS,TRUMP,TRETS,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,VEGAN,4,,,,VE,GA,N ,,,,,GAN,NAG,VEGAN,GAVE,,,,,,,,,,,,,5,1,0,4,0,7,1,0,0,1,1,0,0,1,0,0
,,,,BRUSH,6,,,, B,RU,SH,,,,,RUSH,SHRUB,URB,RUB,BUR,BRUSH,,,,,,,,,,,5,1,0,2,1,8,0,1,2,1,0,1,0,0,1,0
,,,,BRUSK,5,,,, B,RU,SK,,,,,RUB,RUSK,BUR,BRUSK,URB,,,,,,,,,,,,5,1,0,3,2,8,0,0,1,1,0,2,0,0,1,0
,,,,TABULI,4,,,,TA,BU,LI,,,,,TABULI,TAIL,TALI,TABU,,,,,,,,,,,,,6,0,0,7,0,7,1,0,0,1,0,0,1,1,0,0
,,,,SCOWS,4,,,,SC,OW,S ,,,,,SCOW,SCOWS,SOW,WOS,,,,,,,,,,,,,5,1,0,5,3,8,0,0,0,1,0,2,0,0,1,0
,,,,TINEID,3,,,,TI,NE,ID,,,,,TINE,TINEID,DINE,,,,,,,,,,,,,,6,0,0,7,2,7,0,0,1,0,0,1,0,1,0,0
,,,,UPTORE,3,,,,UP,TO,RE,,,,,TORE,UPTORE,PURE,,,,,,,,,,,,,,6,0,0,8,1,8,0,1,1,0,0,0,0,0,1,0
,,,,GABLES,3,,,,GA,BL,ES,,,,,GABLES,AGES,GAES,,,,,,,,,,,,,,6,0,0,3,1,8,0,1,0,1,0,0,0,0,1,0
,,,,PINWORKS,3,,,,PIN,WOR,KS ,,,,,PINWORKS,PINKS,WORKS,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,GABLED,4,,,,GA,BL,ED,,,,,AGED,BLED,GAED,GABLED,,,,,,,,,,,,,6,0,0,5,2,8,0,0,1,1,0,1,0,0,1,0
,,,,OPENCAST,3,,,, OP,ENC,AST,,,,,CENTAS,OPENCAST,STANCE,,,,,,,,,,,,,,8,1,0,6,2,8,0,0,1,0,0,0,1,0,1,0
,,,,DIDIES,3,,,,DI,DI,ES,,,,,DIES,DIDIES,IDES,,,,,,,,,,,,,,6,0,0,8,1,8,0,1,0,0,0,1,0,0,1,0
,,,,RENIG,5,,,,RE,NI,G ,,,,,GIN,REIN,ERG,REG,RENIG,,,,,,,,,,,,5,1,0,8,2,8,0,0,1,1,0,1,1,0,1,0
,,,,QUITCH,4,,,,QU,IT,CH,,,,,QUIT,QUITCH,CHIT,ITCH,,,,,,,,,,,,,6,0,0,8,1,8,0,1,0,1,1,0,0,0,1,0
,,,,DEFANG,5,,,,DE,FA,NG,,,,,FANGED,DEAF,FANG,FADE,DEFANG,,,,,,,,,,,,6,0,0,6,2,8,0,0,1,2,0,0,1,0,1,0
,,,,SENIOR,5,,,,SE,NI,OR,,,,,ROSE,SENIOR,INRO,ROES,ORES,,,,,,,,,,,,6,0,0,1,0,8,1,1,0,2,0,0,0,0,1,0
,,,,LOBSTICK,3,,,,LOB,STI,CK ,,,,,LOBSTICK,STICK,BLOCK,,,,,,,,,,,,,,8,1,0,8,0,8,2,0,0,0,0,0,0,0,1,0
,,,,GARROTER,3,,,, GA,RRO,TER,,,,,TERGA,TERROR,GARROTER,,,,,,,,,,,,,,8,1,0,6,2,8,0,0,1,0,0,0,1,0,1,0
,,,,REALISMS,3,,,,REA,LIS,MS ,,,,,REALISMS,REAMS,SLIMS,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,YIPES,4,,,, Y,IP,ES,,,,,YES,YIPES,YIP,PIES,,,,,,,,,,,,,5,1,0,8,0,8,1,0,0,1,0,1,0,0,1,0
,,,,WIDELY,4,,,,WI,DE,LY,,,,,WIDE,DEWILY,WILY,WIDELY,,,,,,,,,,,,,6,0,0,1,0,7,1,1,0,1,0,0,0,1,0,0
,,,,RETROACT,4,,,, RE,TRO,ACT,,,,,REACT,RECTA,RETROACT,RETRO,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,1,0,0,1,1,0,0
,,,,SNUCK,4,,,, S,NU,CK,,,,,SUN,UNS,NUS,SNUCK,,,,,,,,,,,,,5,1,0,2,0,8,1,0,1,0,0,0,1,0,1,0
,,,,WALLA,4,,,,WA,LL,A ,,,,,WALL,WALLA,ALL,AWA,,,,,,,,,,,,,5,1,1,6,0,8,2,0,0,0,0,0,1,0,1,0
,,,,UNISEXES,3,,,,UNI,SEX,ES ,,,,,UNISEX,SEXES,UNISEXES,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,0,1,0,0,0,1,0
,,,,FAKIR,4,,,, F,AK,IR,,,,,FIR,RIF,FAKIR,KAF,,,,,,,,,,,,,5,1,0,5,3,8,0,0,0,1,0,1,1,0,1,0
,,,,REBODY,4,,,,RE,BO,DY,,,,,BODY,DYER,BORE,REBODY,,,,,,,,,,,,,6,0,0,8,0,8,1,1,0,0,0,1,0,0,1,0
,,,,BALANCER,3,,,,BAL,ANC,ER ,,,,,CANER,BALER,BALANCER,,,,,,,,,,,,,,8,1,0,7,6,7,0,0,0,0,0,0,2,1,0,0
,,,,BURKE,4,,,, B,UR,KE,,,,,BUR,RUB,BURKE,URB,,,,,,,,,,,,,5,1,0,5,2,8,0,0,1,0,0,2,0,0,1,0
,,,,INFOLD,4,,,,IN,FO,LD,,,,,INFO,FOIN,INFOLD,FOLD,,,,,,,,,,,,,6,0,0,6,1,7,0,1,1,0,0,0,1,1,0,0
,,,,COMEDY,3,,,,CO,ME,DY,,,,,COMEDY,COME,EMYD,,,,,,,,,,,,,,6,0,0,2,0,8,1,0,1,0,0,0,0,0,1,0
,,,,ABORT,7,,,,AB,OR,T ,,,,,BAT,TABOR,TOR,ORT,ABORT,TAB,ROT,,,,,,,,,,5,1,0,2,2,7,0,0,4,0,0,1,1,1,0,0
,,,,PASTERNS,4,,,,PAS,TER,NS ,,,,,TERNS,PASTERNS,SPANS,PASTER,,,,,,,,,,,,,8,1,0,5,3,8,0,0,0,1,0,2,0,0,1,0
,,,,MANGOS,3,,,,MA,NG,OS,,,,,SOMA,MANGOS,SONG,,,,,,,,,,,,,,6,0,0,3,0,7,1,0,0,1,0,0,0,1,0,0
,,,,ENCORE,4,,,,EN,CO,RE,,,,,CORE,ERNE,CONE,ENCORE,,,,,,,,,,,,,6,0,0,3,1,7,0,1,0,2,0,0,0,1,0,0
,,,,TRUCED,3,,,,TR,UC,ED,,,,,CURT,CUED,TRUCED,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,WEEVER,6,,,,WE,EV,ER,,,,,VEER,EWER,WERE,WEER,EVER,WEEVER,,,,,,,,,,,6,0,0,7,0,7,2,0,0,2,0,1,0,1,0,0
,,,,REDSTART,3,,,,RED,STA,RT ,,,,,START,STARED,REDSTART,,,,,,,,,,,,,,8,1,0,7,0,7,1,0,1,0,0,0,0,1,0,0
,,,,STICKY,3,,,,ST,IC,KY,,,,,CIST,ICKY,STICKY,,,,,,,,,,,,,,6,0,0,2,2,7,0,0,1,0,1,0,0,1,0,0
,,,,BEGETS,5,,,,BE,GE,TS,,,,,BETS,GEST,GETS,BEGETS,BEST,,,,,,,,,,,,6,0,0,5,0,7,2,1,0,0,0,1,0,1,0,0
,,,,SKITES,3,,,,SK,IT,ES,,,,,TIES,SKIT,SKITES,,,,,,,,,,,,,,6,0,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,SKITED,6,,,,SK,IT,ED,,,,,EDIT,SKIT,TIED,TIDE,DESK,SKITED,,,,,,,,,,,6,0,0,8,0,8,1,2,0,2,0,0,0,0,1,0
,,,,RIPEST,8,,,,RI,PE,ST,,,,,RIPE,PERI,RIPEST,STEP,PEST,STRIPE,PETS,STIR,,,,,,,,,6,0,0,3,0,7,2,1,1,3,0,0,0,1,0,0
,,,,PORTLESS,3,,,, PO,RTL,ESS,,,,,POSES,POSSE,PORTLESS,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,0,1,0,0,0,1,0
,,,,JIBINGLY,3,,,,JIB,ING,LY ,,,,,JIBINGLY,LYING,JIBING,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,ONLINE,8,,,,ON,LI,NE,,,,,NONE,LIEN,NEON,LINO,LION,ONLINE,NOIL,LINE,,,,,,,,,6,0,0,5,0,7,2,0,1,1,1,1,1,1,0,0
,,,,CLEAREST,3,,,, CL,EAR,EST,,,,,ARETES,CLEAR,CLEAREST,,,,,,,,,,,,,,8,1,0,1,0,7,1,1,0,0,0,0,0,1,0,0
,,,,DEBARRED,4,,,, DE,BAR,RED,,,,,DEBAR,BARRED,BARDE,DEBARRED,,,,,,,,,,,,,8,1,0,5,2,7,0,0,1,0,0,2,0,1,0,0
,,,,EUROKY,3,,,,EU,RO,KY,,,,,EUROKY,ROUE,EURO,,,,,,,,,,,,,,6,0,0,8,5,8,0,0,0,0,0,2,0,0,1,0
,,,,STAGINGS,3,,,, ST,AGI,NGS,,,,,AGINGS,STAGINGS,AGIST,,,,,,,,,,,,,,8,1,0,4,4,7,0,0,0,0,2,0,0,1,0,0
,,,,WANNED,3,,,,WA,NN,ED,,,,,WADE,AWED,WANNED,,,,,,,,,,,,,,6,0,1,8,2,8,0,0,1,1,0,0,0,0,1,0
